date	Year	Month	Day	Hour	Toy	dow	daytype	Zone1	Zone2	Zone3	Zone4	Zone5	Zone6	Zone7	Zone8	Zone9	Zone10	Zone11	Zone12	Zone13	Zone14	Zone15	Zone16	Zone17	Zone18	Zone19	Zone20	Station1	Station2	Station3	Station4	Station5	Station6	Station7	Station8	Station9	Station10	Station11	Time
2008-01-03 01:00:00	2008	1	3	1	0.00557832422586521	jeudi	jeudi	33787	230231	248419	693	11008	241238	248419	5818	77385	103900	157384	197065	31085	36018	95700	52972	49304	343181	126878	125445	30	19	25	29	23	26	27	29	27	27	21	49
2008-01-03 02:00:00	2008	1	3	2	0.00569216757741348	jeudi	jeudi	33921	228955	247042	681	10931	239885	247042	5744	91812	103904	157302	195450	30804	36462	95119	52997	49925	342792	127257	123573	28	19	24	28	22	26	25	27	25	26	19	50
2008-01-03 03:00:00	2008	1	3	3	0.00580601092896175	jeudi	jeudi	34659	230980	249227	691	11159	242138	249227	5690	87129	105109	159139	196609	30964	37567	96322	53845	50929	346754	129057	124553	28	19	22	27	21	26	25	27	23	26	18	51
2008-01-03 04:00:00	2008	1	3	4	0.00591985428051002	jeudi	jeudi	35422	231251	249520	692	11423	242674	249520	5740	53235	106085	162318	198920	31556	38349	97408	55090	51079	357303	132343	127354	27	18	22	27	21	25	23	27	23	25	19	52
2008-01-03 05:00:00	2008	1	3	5	0.00603369763205829	jeudi	jeudi	36913	237819	256608	725	12159	249978	256608	5973	55188	110041	167790	205464	32542	40084	100997	57139	52679	374145	138449	131825	27	17	22	26	21	24	23	25	23	23	19	53
2008-01-03 06:00:00	2008	1	3	6	0.00614754098360656	jeudi	jeudi	39546	250602	270401	742	13143	263746	270401	6246	29883	116998	179351	222453	34966	43216	106422	60675	56958	406513	152741	141543	27	17	21	25	20	23	23	22	23	23	17	54
2008-01-03 07:00:00	2008	1	3	7	0.00626138433515483	jeudi	jeudi	42872	272256	293765	823	14714	286970	293765	6736	7224	125587	199442	244572	39600	46768	116815	65024	62114	443673	171262	157053	27	14	21	24	20	21	21	22	21	20	17	55
2008-01-03 08:00:00	2008	1	3	8	0.0063752276867031	jeudi	jeudi	42621	281724	303981	834	14273	295997	303981	6617	5460	128864	196341	238336	36908	41120	104625	61410	58268	406985	154067	145449	26	13	20	24	20	20	23	22	20	19	17	56
2008-01-03 09:00:00	2008	1	3	9	0.00648907103825137	jeudi	jeudi	38962	272027	293517	846	13531	285557	293517	6403	5250	124169	188148	222332	38535	41390	110395	60372	56269	419419	156201	144546	26	15	21	24	20	21	23	22	23	20	17	57
2008-01-03 10:00:00	2008	1	3	10	0.00660291438979964	jeudi	jeudi	35397	262882	283650	778	12116	274998	283650	6189	4578	122114	180555	212917	37528	39387	106772	58224	53373	382840	142956	141462	27	17	24	27	23	24	26	27	26	25	19	58
2008-01-03 11:00:00	2008	1	3	11	0.00671675774134791	jeudi	jeudi	32449	256194	276434	760	11175	267369	276434	5849	4641	119302	174630	206538	34895	36608	98139	53146	50074	351380	131010	133384	29	19	25	29	25	27	28	28	27	27	22	59
2008-01-03 12:00:00	2008	1	3	12	0.00683060109289617	jeudi	jeudi	29388	246253	265708	717	10485	256738	265708	5564	5019	116724	167898	201007	33178	34773	92132	49930	47278	329694	121460	127171	30	21	27	31	26	29	32	30	30	29	24	60
2008-01-03 13:00:00	2008	1	3	13	0.00694444444444444	jeudi	jeudi	26642	241156	260208	715	9874	251030	260208	5415	5565	113871	161289	193211	31215	32810	87054	48054	45130	310011	113851	120708	30	23	27	32	27	31	33	32	32	31	25	61
2008-01-03 14:00:00	2008	1	3	14	0.00705828779599271	jeudi	jeudi	25064	233707	252170	704	9247	242954	252170	5242	6090	111943	156078	186020	29622	31399	83536	46212	44117	297681	107834	116026	30	25	29	33	27	32	34	33	32	33	27	62
2008-01-03 15:00:00	2008	1	3	15	0.00717213114754098	jeudi	jeudi	23761	230942	249187	654	9014	239956	249187	5099	6972	109810	152340	181193	28959	30810	81866	44358	43326	289623	103995	113261	31	26	29	35	28	34	34	34	32	34	28	63
2008-01-03 16:00:00	2008	1	3	16	0.00728597449908925	jeudi	jeudi	23887	227685	245672	651	9190	236875	245672	5286	16359	109354	154375	186108	28792	31422	82764	44491	43892	296123	107037	114105	31	27	29	35	28	34	34	34	33	35	29	64
2008-01-03 17:00:00	2008	1	3	17	0.00739981785063752	jeudi	jeudi	25955	235460	254062	678	10354	245814	254062	5937	17262	114827	167074	206760	30731	34350	89338	48235	47514	323963	117895	122017	31	28	28	34	28	34	34	34	32	35	29	65
2008-01-03 18:00:00	2008	1	3	18	0.00751366120218579	jeudi	jeudi	30685	259664	280178	773	12728	272392	280178	6567	18144	124499	187395	238558	30722	36495	90736	51590	51384	350978	125209	129859	30	25	27	30	26	31	30	30	31	32	26	66
2008-01-03 19:00:00	2008	1	3	19	0.00762750455373406	jeudi	jeudi	33455	266921	288008	878	13783	280704	288008	6917	20538	125446	189749	245306	33189	39958	98516	55067	54918	378739	139035	138327	29	21	24	28	24	27	28	27	27	27	23	67
2008-01-03 20:00:00	2008	1	3	20	0.00774134790528233	jeudi	jeudi	34834	271778	293248	871	14214	285992	293248	7090	20286	124128	190150	248101	33639	41160	100497	55653	56214	391323	144446	139226	29	18	22	25	23	25	25	22	22	24	20	68
2008-01-03 21:00:00	2008	1	3	21	0.0078551912568306	jeudi	jeudi	34930	268623	289844	849	13955	282577	289844	6926	41769	122180	193188	247881	37010	45685	111686	59411	59511	417596	158690	148560	29	18	19	22	22	25	23	19	22	23	18	69
2008-01-03 22:00:00	2008	1	3	22	0.00796903460837887	jeudi	jeudi	34330	261637	282306	826	13388	275024	282306	6709	86100	116970	187602	236892	35682	44715	109748	58232	58071	406907	154230	142958	26	15	17	20	18	22	22	19	20	21	16	70
2008-01-03 23:00:00	2008	1	3	23	0.00808287795992714	jeudi	jeudi	32585	248729	268380	748	12765	261495	268380	6421	88809	111511	177907	223747	33662	42431	105002	56403	56317	386144	147481	135339	23	15	17	20	20	22	20	19	20	20	15	71
2008-01-04 00:00:00	2008	1	3	24	0.00819672131147541	vendredi	vendredi	32114	237544	256310	705	12039	249583	256310	6094	89817	107442	170466	211782	31986	40943	102202	55413	54708	375614	142630	128771	23	14	14	18	18	20	20	18	18	19	15	72
2008-01-04 01:00:00	2008	1	4	1	0.00831056466302368	vendredi	vendredi	32359	232910	251310	699	11709	244618	251310	5939	91245	105442	167393	206039	31030	40405	101141	55168	54181	377208	141502	124835	22	14	15	18	18	19	20	17	18	18	14	73
2008-01-04 02:00:00	2008	1	4	2	0.00842440801457195	vendredi	vendredi	32702	231238	249507	701	12030	243268	249507	5867	91854	105480	168105	205465	30722	40749	101921	56459	55788	384546	143048	123919	21	13	14	17	16	18	19	16	18	18	13	74
2008-01-04 03:00:00	2008	1	4	3	0.00853825136612022	vendredi	vendredi	33558	234117	252613	707	12454	246571	252613	5860	92484	106661	170999	206819	31247	41783	103369	57682	56549	393437	146632	124861	21	12	14	18	15	19	18	16	17	17	12	75
2008-01-04 04:00:00	2008	1	4	4	0.00865209471766849	vendredi	vendredi	34550	236829	255538	696	13027	249855	255538	5919	86436	108388	173719	210744	31949	42825	105279	60083	57735	407777	150763	127000	21	12	14	17	16	18	18	15	18	17	13	76
2008-01-04 05:00:00	2008	1	4	5	0.00876593806921676	vendredi	vendredi	36307	243965	263239	729	13973	257939	263239	5795	88536	111983	179902	217950	33088	44649	109219	62458	59377	427770	156714	131171	19	11	13	16	15	17	17	15	16	16	14	77
2008-01-04 06:00:00	2008	1	4	6	0.00887978142076503	vendredi	vendredi	38928	257782	278148	767	15048	272830	278148	5760	61572	119448	192710	234869	35193	47776	113803	66315	63781	455442	169923	141062	19	10	13	16	15	17	16	14	14	15	13	78
2008-01-04 07:00:00	2008	1	4	7	0.0089936247723133	vendredi	vendredi	42504	278118	300090	831	16504	294622	300090	6152	18564	128703	212584	259708	39655	48106	124205	71608	68166	478878	182679	154851	19	12	13	16	15	17	17	15	15	16	13	79
2008-01-04 08:00:00	2008	1	4	8	0.00910746812386157	vendredi	vendredi	42784	289958	312866	888	16402	306360	312866	6034	8001	126382	208144	250665	36837	40209	111292	67382	63340	453602	164261	143768	19	9	14	16	15	17	17	13	15	16	10	80
2008-01-04 09:00:00	2008	1	4	9	0.00922131147540984	vendredi	vendredi	38728	276930	298808	838	16189	293119	298808	5729	18060	119493	194656	226913	38662	41909	113536	63697	61234	478782	166520	142771	22	11	16	18	18	19	18	16	15	17	12	81
2008-01-04 10:00:00	2008	1	4	10	0.00933515482695811	vendredi	vendredi	33461	261605	282272	765	13704	275309	282272	5539	19152	112163	175704	204871	37472	40054	106829	56927	54781	407709	147004	136249	30	16	25	27	24	25	23	25	22	25	17	82
2008-01-04 11:00:00	2008	1	4	11	0.00944899817850637	vendredi	vendredi	28980	247311	266850	721	11831	259143	266850	5039	37086	105571	161852	188172	33472	35862	95057	48858	49380	354321	129576	125102	35	21	31	33	30	32	30	32	28	31	22	83
2008-01-04 12:00:00	2008	1	4	12	0.00956284153005465	vendredi	vendredi	25530	234969	253532	693	10472	245441	253532	5532	72870	100915	150515	174759	30975	32475	88282	43535	45908	315743	115540	116448	38	27	34	36	33	36	36	36	31	36	30	84
2008-01-04 13:00:00	2008	1	4	13	0.00967668488160291	vendredi	vendredi	22129	221992	239530	675	9448	231441	239530	5127	75201	96728	140378	164055	27820	29920	81529	39575	42323	285358	105340	109038	39	35	36	38	35	41	39	40	35	40	37	85
2008-01-04 14:00:00	2008	1	4	14	0.00979052823315118	vendredi	vendredi	20177	214773	231741	643	8667	223440	231741	4723	74676	93135	133308	155719	26032	27408	75590	36555	39837	263666	97510	103377	39	40	37	41	38	43	42	42	40	43	40	86
2008-01-04 15:00:00	2008	1	4	15	0.00990437158469945	vendredi	vendredi	19149	212519	229309	607	8223	220742	229309	4504	78267	90183	129010	150801	24409	26039	71642	34401	38506	250759	91054	100750	40	40	38	43	39	44	45	44	43	45	42	87
2008-01-04 16:00:00	2008	1	4	16	0.0100182149362477	vendredi	vendredi	18900	212240	229007	588	8261	220501	229007	4642	79737	89468	129340	153839	24060	26325	69977	35026	38623	249636	90377	100834	42	42	38	44	39	45	46	44	45	46	43	88
2008-01-04 17:00:00	2008	1	4	17	0.010132058287796	vendredi	vendredi	20959	217706	234906	676	9340	227046	234906	4987	74655	93959	140353	172072	25806	28898	75823	38058	40822	271549	98502	109507	40	42	37	43	38	45	45	44	43	45	43	89
2008-01-04 18:00:00	2008	1	4	18	0.0102459016393443	vendredi	vendredi	24974	231819	250134	747	10968	242788	250134	5447	23121	105115	160233	200805	25587	30209	76303	41755	43536	297603	103666	112891	37	39	33	40	34	41	41	41	41	42	40	90
2008-01-04 19:00:00	2008	1	4	19	0.0103597449908925	vendredi	vendredi	27284	236317	254987	792	11990	248308	254987	5743	22722	108412	167954	209864	27252	33538	82363	45463	46848	323235	115532	116896	31	33	32	36	33	36	32	37	31	36	35	91
2008-01-04 20:00:00	2008	1	4	20	0.0104735883424408	vendredi	vendredi	27630	233547	251997	759	12205	245751	251997	5566	62202	107693	168548	209346	28981	35623	88205	47882	48838	338060	122610	119047	35	32	29	35	31	35	31	36	29	36	35	92
2008-01-04 21:00:00	2008	1	4	21	0.0105874316939891	vendredi	vendredi	27665	230942	249187	749	12118	243060	249187	5651	80346	105867	166424	206281	30671	37888	94742	49856	50495	352521	129488	122361	33	30	31	34	29	33	31	36	29	34	33	93
2008-01-04 22:00:00	2008	1	4	22	0.0107012750455373	vendredi	vendredi	27297	223099	240724	727	11734	234833	240724	5410	79758	102958	161532	199459	30164	37042	92200	48970	49919	341491	126303	118326	32	29	29	32	28	33	30	34	27	34	32	94
2008-01-04 23:00:00	2008	1	4	23	0.0108151183970856	vendredi	vendredi	26386	212918	229739	656	11135	224053	229739	5223	81123	97868	153146	189615	28520	35587	89703	46970	48106	324614	121047	112811	31	26	29	31	29	32	30	32	30	33	32	95
2008-01-05 00:00:00	2008	1	4	24	0.0109289617486339	samedi	samedi	24911	197919	213554	621	10485	208403	213554	4965	81690	93143	144028	177743	26563	34236	85382	44733	45954	305506	115898	105238	30	27	30	30	29	30	30	32	29	32	32	96
2008-01-05 01:00:00	2008	1	5	1	0.0110428051001822	samedi	samedi	24454	188590	203489	576	9826	198416	203489	4668	83811	89880	138455	169031	25543	32804	83065	43103	45060	293587	111888	98986	30	26	26	31	30	31	30	31	32	32	32	97
2008-01-05 02:00:00	2008	1	5	2	0.0111566484517304	samedi	samedi	24393	182715	197150	566	9461	192176	197150	4572	92484	87913	136010	164660	24815	32580	82205	42398	44341	283802	110368	96758	31	26	25	30	29	30	29	29	31	31	32	98
2008-01-05 03:00:00	2008	1	5	3	0.0112704918032787	samedi	samedi	24743	181540	195883	568	9463	191003	195883	4568	92862	87961	136102	163120	24671	32565	82201	42292	44062	280560	111294	96027	31	25	25	30	29	31	31	27	32	31	31	99
2008-01-05 04:00:00	2008	1	5	4	0.011384335154827	samedi	samedi	24881	181425	195758	554	9710	191135	195758	4533	92967	88016	137227	164004	24261	33088	83221	42686	44517	283739	112878	96506	28	25	25	29	29	30	29	28	31	31	30	100
2008-01-05 05:00:00	2008	1	5	5	0.0114981785063752	samedi	samedi	25424	185284	199921	550	10130	195414	199921	4713	92631	88877	140901	168069	24996	33791	84484	43893	45602	293366	115471	99463	30	25	28	28	28	30	27	28	29	30	29	101
2008-01-05 06:00:00	2008	1	5	6	0.0116120218579235	samedi	samedi	26478	190338	205376	616	10749	201088	205376	4875	92001	91375	146558	175775	26307	35348	87171	45731	47401	308927	120469	103657	29	25	29	28	27	29	27	29	29	30	29	102
2008-01-05 07:00:00	2008	1	5	7	0.0117258652094718	samedi	samedi	28237	199722	215500	640	11527	211249	215500	5055	91518	94025	153000	186213	27932	37092	91216	48123	49645	327917	125867	109535	30	24	24	29	27	29	26	27	27	30	25	103
2008-01-05 08:00:00	2008	1	5	8	0.01183970856102	samedi	samedi	30056	212732	229539	680	12798	225531	229539	5420	79191	97238	159152	194935	29659	38386	95071	50483	50803	346382	130851	116128	28	24	24	28	28	28	26	24	27	29	25	104
2008-01-05 09:00:00	2008	1	5	9	0.0119535519125683	samedi	samedi	30338	217466	234646	737	13254	230719	234646	5569	64407	97577	161902	197150	27437	34687	83892	47035	48360	333727	118081	110744	29	24	25	29	27	30	25	28	24	30	25	105
2008-01-05 10:00:00	2008	1	5	10	0.0120673952641166	samedi	samedi	29736	215926	232984	742	12687	228612	232984	5605	62244	94357	156152	191009	28113	32418	80832	43608	45620	316028	112683	111665	36	28	31	34	33	34	31	34	31	35	30	106
2008-01-05 11:00:00	2008	1	5	11	0.0121812386156648	samedi	samedi	28365	206825	223164	699	12104	218929	223164	5446	62853	88634	146667	181131	26442	29007	75627	39503	42608	301586	105868	106952	44	30	37	41	38	39	38	42	35	40	33	107
2008-01-05 12:00:00	2008	1	5	12	0.0122950819672131	samedi	samedi	25222	198831	214540	665	10740	209571	214540	5209	62748	83629	136082	171551	27698	30534	82273	41259	42441	303518	112756	111308	46	35	39	45	41	43	41	47	37	43	41	108
2008-01-05 13:00:00	2008	1	5	13	0.0124089253187614	samedi	samedi	22292	190615	205673	640	9889	200504	205673	4949	62286	80376	129841	161365	25454	28544	77058	38812	39584	279945	105922	104716	51	39	43	48	42	47	45	51	42	46	44	109
